keyword       ,clientTimeList ,serverTime ,totalTime ,resultLength ,counter
F33955#F32743 ,           352 ,    797291 ,   797645 ,           1 ,      7
F51152#F14152 ,           348 ,    793238 ,   793588 ,           4 ,      7
F51467#F44084 ,           410 ,    825813 ,   826227 ,           5 ,      8
F17041#F36541 ,          3024 ,    856448 ,   859477 ,          18 ,     39
F38893#F12798 ,          1027 ,    830615 ,   831644 ,          16 ,     23
F3808#F46959  ,           445 ,    941325 ,   941772 ,           9 ,      9
F8647#F29552  ,           698 ,    822035 ,   822736 ,          16 ,     15
F58381#F19063 ,            52 ,    807751 ,   807805 ,           1 ,      0
F22358#F15141 ,          2010 ,    798066 ,   800078 ,          27 ,     46
F15264#F36408 ,           641 ,    794954 ,   795597 ,           9 ,     14
F22863#F11001 ,          2218 ,    915284 ,   917504 ,          27 ,     51
F35796#F8549  ,           387 ,    847696 ,   848086 ,           2 ,      8
F356#F62190   ,            93 ,    964494 ,   964589 ,           0 ,      1
F38559#F52665 ,           364 ,    829800 ,   830166 ,           2 ,      7
F27665#F21744 ,            53 ,    824423 ,   824477 ,           1 ,      0
F43493#F47540 ,           391 ,    800586 ,   800979 ,           4 ,      8
F63532#F11135 ,            52 ,    799910 ,   799963 ,           1 ,      0
F24705#F39984 ,           220 ,    890429 ,   890651 ,           3 ,      4
F33049#F7564  ,           439 ,    800960 ,   801401 ,           8 ,      9
F13716#F1309  ,          2660 ,    929490 ,   932152 ,          41 ,     61
F31584#F9881  ,           137 ,    818729 ,   818868 ,           2 ,      2
F46018#F10416 ,           308 ,    801567 ,   801877 ,           6 ,      6
F61348#F26038 ,            96 ,    792417 ,   792515 ,           1 ,      1
F17795#F663   ,          1239 ,    791747 ,   792988 ,          19 ,     28
F52827#F12219 ,           178 ,    894399 ,   894579 ,           3 ,      3
F41902#F9210  ,           518 ,    798193 ,   798713 ,           9 ,     11
F30432#F4233  ,           222 ,    925380 ,   925604 ,           4 ,      4
F43402#F17467 ,            53 ,    828656 ,   828711 ,           0 ,      0
F48420#F1404  ,           701 ,    805424 ,   806127 ,          16 ,     15
F48710#F41102 ,           136 ,    793634 ,   793772 ,           1 ,      2
F7134#F39320  ,           611 ,    793581 ,   794195 ,           8 ,     13
F47910#F10479 ,           268 ,    894549 ,   894819 ,           6 ,      5
F9362#F23318  ,          1532 ,    828958 ,   830492 ,          25 ,     33
F42023#F36144 ,            52 ,    942971 ,   943025 ,           0 ,      0
F37420#F24496 ,           936 ,    880711 ,   881651 ,          14 ,     19
F33817#F14884 ,            99 ,    818937 ,   819039 ,           2 ,      1
F25644#F5178  ,           696 ,    816854 ,   817553 ,          10 ,     15
F25443#F41777 ,            51 ,    813022 ,   813075 ,           0 ,      0
F25165#F48173 ,           223 ,    878729 ,   878954 ,           4 ,      4
F34085#F53823 ,            52 ,    814051 ,   814105 ,           1 ,      0
F39330#F50562 ,           264 ,    895061 ,   895327 ,           2 ,      5
F55610#F1562  ,           184 ,    888696 ,   888881 ,           2 ,      3
F10479#F35576 ,           142 ,    823525 ,   823669 ,           3 ,      2
F62273#F8656  ,            52 ,    814354 ,   814408 ,           1 ,      0
F1987#F48008  ,           432 ,    793327 ,   793761 ,           2 ,      9
F28594#F18748 ,           989 ,    871714 ,   872706 ,          12 ,     22
F26339#F8882  ,           522 ,    810955 ,   811480 ,           9 ,     11
F12713#F41764 ,           944 ,    853960 ,   854906 ,          15 ,     21
F62278#F10163 ,            54 ,    905955 ,   906011 ,           1 ,      0
F33942#F55297 ,           271 ,    813328 ,   813601 ,           1 ,      5
F61677#F54698 ,            50 ,    803387 ,   803439 ,           0 ,      0
F41068#F38084 ,           734 ,    797367 ,   798103 ,          11 ,     16
F19574#F40716 ,           313 ,    849993 ,   850308 ,           6 ,      6
F43456#F57846 ,            92 ,    855244 ,   855339 ,           1 ,      0
F22882#F9875  ,          1920 ,    866850 ,   868773 ,          31 ,     42
F27995#F26238 ,          1052 ,    966156 ,   967211 ,          10 ,     22
F58576#F24702 ,            55 ,    849942 ,   850000 ,           0 ,      0
F58672#F18778 ,            56 ,    843817 ,   843876 ,           1 ,      0
F58745#F25899 ,           146 ,    836553 ,   836700 ,           3 ,      2
F20140#F49157 ,            53 ,    837080 ,   837135 ,           0 ,      0
F57818#F58310 ,           189 ,    894094 ,   894285 ,           2 ,      3
F3526#F10563  ,          1496 ,    822644 ,   824142 ,          27 ,     34
F4782#F41929  ,           564 ,    938965 ,   939531 ,           8 ,     12
F47064#F17646 ,           361 ,    815423 ,   815787 ,           8 ,      7
F1223#F46405  ,           315 ,    824453 ,   824770 ,           7 ,      6
F1514#F35941  ,            56 ,    828938 ,   828997 ,           1 ,      0
F35779#F24688 ,           156 ,    833350 ,   833509 ,           2 ,      2
F17832#F62684 ,            58 ,    898702 ,   898762 ,           1 ,      0
F49002#F3125  ,           577 ,    799741 ,   800320 ,          11 ,     12
F25766#F44680 ,           145 ,    933639 ,   933786 ,           0 ,      2
F49056#F42965 ,            97 ,    815517 ,   815616 ,           1 ,      1
F36260#F47514 ,            52 ,    802203 ,   802257 ,           1 ,      0
F50297#F47549 ,           139 ,    795747 ,   795889 ,           3 ,      2
F22985#F54092 ,           221 ,    793837 ,   794060 ,           3 ,      4
F36965#F60347 ,            51 ,    893043 ,   893096 ,           0 ,      0
F58588#F36266 ,           103 ,    835810 ,   835915 ,           0 ,      1
F19971#F1912  ,          1755 ,    966191 ,   967949 ,          25 ,     38
F49458#F13109 ,           486 ,    836196 ,   836685 ,           4 ,     10
F47445#F24638 ,            50 ,    813820 ,   813872 ,           0 ,      0
F40309#F62015 ,            51 ,    808101 ,   808154 ,           0 ,      0
F1362#F41868  ,           648 ,    799540 ,   800191 ,          13 ,     14
F53983#F22662 ,            52 ,    886369 ,   886422 ,           0 ,      0
F58159#F4939  ,           182 ,    796606 ,   796790 ,           4 ,      3
F7851#F6241   ,          2495 ,    900315 ,   902812 ,          36 ,     57
F25885#F31081 ,            53 ,    845938 ,   845993 ,           1 ,      0
F22302#F44655 ,           560 ,    802103 ,   802665 ,           4 ,     12
F60053#F50109 ,            52 ,    795603 ,   795657 ,           0 ,      0
F45536#F55032 ,           223 ,    790973 ,   791199 ,           1 ,      4
F48875#F57149 ,            51 ,    870091 ,   870145 ,           1 ,      0
F32074#F61340 ,            56 ,    799806 ,   799865 ,           0 ,      0
F36105#F50068 ,            52 ,    878617 ,   878672 ,           0 ,      0
F49870#F52654 ,            99 ,    878356 ,   878458 ,           2 ,      1
F42479#F17531 ,            49 ,    805588 ,   805640 ,           0 ,      0
F61127#F51799 ,            92 ,    798416 ,   798511 ,           0 ,      1
F12052#F40249 ,            52 ,    807748 ,   807802 ,           1 ,      0
F16716#F49776 ,           371 ,    893266 ,   893640 ,           5 ,      7
F27032#F55554 ,           374 ,    833933 ,   834310 ,           2 ,      4
F34528#F54649 ,           229 ,    841159 ,   841391 ,           0 ,      4
F60477#F49081 ,            97 ,    921868 ,   921967 ,           1 ,      1
F55146#F27182 ,           311 ,    818652 ,   818966 ,           3 ,      6
F55560#F51790 ,           222 ,    802674 ,   802898 ,           1 ,      4
F16035#F34864 ,           265 ,    798348 ,   798616 ,           6 ,      5
F4850#F10978  ,          2613 ,    804856 ,   807473 ,          45 ,     60
F43643#F16433 ,           224 ,    915088 ,   915315 ,           4 ,      4
F7233#F59188  ,            55 ,    854630 ,   854688 ,           0 ,      0
F33097#F20277 ,           160 ,    979801 ,   979963 ,           2 ,      2
F13014#F27351 ,          1408 ,    856339 ,   857749 ,          23 ,     30
F56683#F12092 ,           100 ,    844964 ,   845065 ,           2 ,      1
F35463#F40441 ,            54 ,    835951 ,   836006 ,           0 ,      0
F43644#F49127 ,           320 ,    833350 ,   833672 ,           4 ,      6
F50829#F3622  ,           631 ,    903737 ,   904370 ,          11 ,     13
F13653#F55592 ,           223 ,    799584 ,   799808 ,           4 ,      4
F15766#F41608 ,          1051 ,    941628 ,   942682 ,          14 ,     23
F628#F35513   ,            59 ,    846552 ,   846614 ,           1 ,      0
F10147#F46482 ,           327 ,    836249 ,   836579 ,           5 ,      6
F14836#F471   ,          2682 ,    813533 ,   816217 ,          41 ,     59
F33097#F33906 ,           137 ,    790490 ,   790629 ,           0 ,      2
F52510#F57790 ,            51 ,    887786 ,   887839 ,           1 ,      0
F30726#F2991  ,           815 ,    800913 ,   801730 ,          14 ,     18
F45104#F24759 ,           311 ,    929733 ,   930046 ,           6 ,      6
F42157#F13066 ,           395 ,    820802 ,   821199 ,           7 ,      8
F44370#F1913  ,           178 ,    799772 ,   799952 ,           3 ,      3
F55172#F54050 ,            50 ,    793327 ,   793380 ,           0 ,      0
F7499#F13188  ,          2477 ,    794683 ,   797162 ,          41 ,     57
F6883#F40101  ,           942 ,    896351 ,   897295 ,          17 ,     21
F30683#F15119 ,           543 ,    806676 ,   807221 ,          10 ,     11
F21944#F36942 ,            51 ,    920097 ,   920151 ,           0 ,      0
F7228#F8177   ,          1247 ,    838718 ,   839967 ,          22 ,     27
F43187#F10317 ,            51 ,    805453 ,   805506 ,           1 ,      0
F46052#F51498 ,           138 ,    798037 ,   798178 ,           2 ,      2
F16383#F20555 ,          1407 ,    795308 ,   796717 ,          22 ,     32
F32893#F39871 ,            51 ,    878986 ,   879040 ,           0 ,      0
F36447#F19595 ,           699 ,    823678 ,   824379 ,           8 ,     15
F39960#F4518  ,           988 ,    923246 ,   924237 ,          12 ,     21
F29491#F16806 ,            51 ,    858285 ,   858338 ,           0 ,      0
F16368#F8650  ,          1594 ,    805782 ,   807378 ,          25 ,     36
F54423#F34051 ,            96 ,    796843 ,   796942 ,           2 ,      1
F12658#F31578 ,            52 ,    793052 ,   793105 ,           0 ,      0
F43108#F39054 ,           267 ,    868382 ,   868651 ,           5 ,      5
F44821#F17509 ,           698 ,    804307 ,   805007 ,          13 ,     15
F62520#F37127 ,            52 ,    848165 ,   848219 ,           0 ,      0
F57704#F59393 ,            54 ,    901999 ,   902056 ,           0 ,      0
F2159#F24243  ,           742 ,    813684 ,   814428 ,          16 ,     16
F13401#F23910 ,           744 ,    805817 ,   806563 ,          15 ,     16
F11696#F54241 ,            51 ,    809211 ,   809264 ,           1 ,      0
F52958#F10923 ,           457 ,    863317 ,   863776 ,           9 ,      9
F26750#F1053  ,          1546 ,    858177 ,   859726 ,          12 ,     20
F43777#F42215 ,           319 ,    852232 ,   852554 ,           2 ,      6
F28117#F22324 ,          1018 ,    963976 ,   964996 ,          11 ,     21
F20018#F1817  ,          1877 ,    833628 ,   835506 ,          34 ,     41
F16455#F21417 ,           775 ,    798002 ,   798779 ,          14 ,     17
F12037#F29491 ,            53 ,    790219 ,   790275 ,           1 ,      0
F3798#F41713  ,           814 ,    794785 ,   795602 ,          14 ,     18
F57462#F55592 ,           223 ,    878898 ,   879123 ,           1 ,      4
F60858#F19985 ,           223 ,    809095 ,   809320 ,           0 ,      4
F56480#F9720  ,           181 ,    942087 ,   942270 ,           4 ,      3
F45657#F56322 ,            96 ,    814586 ,   814685 ,           2 ,      1
F4256#F2372   ,          2162 ,    804883 ,   807047 ,          30 ,     49
F26084#F34592 ,            49 ,    793596 ,   793647 ,           0 ,      0
F24104#F19777 ,          1122 ,    797088 ,   798213 ,          19 ,     25
F12612#F61127 ,            93 ,    893919 ,   894014 ,           2 ,      1
F41162#F21644 ,           591 ,    839711 ,   840305 ,           6 ,     12
F7667#F33249  ,           278 ,    971040 ,   971321 ,           3 ,      5
F10421#F60324 ,            54 ,    852270 ,   852326 ,           0 ,      0
F20065#F12379 ,          1921 ,    836356 ,   838280 ,          22 ,     42
F38651#F51770 ,           146 ,    830946 ,   831095 ,           1 ,      2
F1998#F4858   ,          2719 ,    831162 ,   833884 ,          35 ,     60
F27958#F44371 ,           187 ,    903619 ,   903809 ,           3 ,      3
F4477#F31863  ,           277 ,    834996 ,   835276 ,           5 ,      5
F603#F7930    ,          2698 ,    969239 ,   971939 ,          47 ,     59
F61634#F55071 ,           101 ,    862459 ,   862562 ,           0 ,      1
F20349#F16127 ,          1130 ,    841614 ,   842746 ,          22 ,     24
F18661#F50259 ,           413 ,    831221 ,   831635 ,           7 ,      8
F12965#F58711 ,           101 ,    828493 ,   828596 ,           2 ,      1
F62917#F13877 ,            54 ,    895132 ,   895188 ,           1 ,      0
F10928#F49122 ,           269 ,    831302 ,   831574 ,           4 ,      5
F21416#F10983 ,          1923 ,    947549 ,   949474 ,          32 ,     42
F9730#F40562  ,           706 ,    867833 ,   868541 ,          12 ,     14
F30257#F56074 ,            53 ,    803373 ,   803428 ,           0 ,      0
F10318#F47149 ,            52 ,    791578 ,   791632 ,           1 ,      0
F32946#F47479 ,           178 ,    797036 ,   797216 ,           2 ,      3
F31812#F39035 ,           243 ,    887805 ,   888050 ,           2 ,      4
F38435#F31761 ,            53 ,    804311 ,   804367 ,           0 ,      0
F18745#F17916 ,           824 ,    891170 ,   891997 ,          10 ,     18
F63023#F62871 ,            53 ,    869227 ,   869282 ,           1 ,      0
F45524#F51895 ,           354 ,    810014 ,   810369 ,           2 ,      7
F23575#F37147 ,           473 ,    795716 ,   796192 ,           5 ,     10
F4675#F1191   ,          3535 ,    797507 ,   801044 ,          60 ,     81
F5577#F12935  ,          1984 ,    878959 ,   880945 ,          27 ,     45
F61463#F13420 ,            69 ,    835718 ,   835790 ,           1 ,      0
F24580#F29271 ,           807 ,    896659 ,   897469 ,          10 ,     17
F23953#F5180  ,          1605 ,    930360 ,   931966 ,          24 ,     33
F25710#F251   ,          1360 ,    842006 ,   843369 ,          24 ,     29
F24859#F55800 ,           280 ,    832576 ,   832858 ,           5 ,      5
F52651#F31081 ,            54 ,    827992 ,   828047 ,           0 ,      0
F63007#F24056 ,            55 ,    898146 ,   898202 ,           0 ,      0
F32213#F57899 ,            90 ,    817337 ,   817430 ,           0 ,      0
F182#F41750   ,           864 ,    840984 ,   841851 ,          11 ,     19
F27209#F757   ,          1174 ,    919082 ,   920258 ,          11 ,     26
F49209#F31757 ,            52 ,    836074 ,   836129 ,           1 ,      0
F46622#F12399 ,           501 ,    849073 ,   849577 ,          10 ,     10
F23246#F1325  ,          1924 ,    799974 ,   801909 ,          27 ,     42
F7614#F23713  ,          2600 ,    803668 ,   806270 ,          37 ,     59
F30212#F60662 ,           297 ,    868578 ,   868878 ,           2 ,      3
F385#F57672   ,           141 ,    810316 ,   810460 ,           3 ,      2
F57633#F54135 ,            95 ,    932042 ,   932139 ,           0 ,      1
F28433#F5937  ,          1555 ,    811293 ,   812850 ,          20 ,     35
F13671#F54053 ,            95 ,    798100 ,   798197 ,           2 ,      1
F50719#F35244 ,            94 ,    793694 ,   793790 ,           0 ,      1
F121#F34263   ,           606 ,    792254 ,   792861 ,          11 ,     13
F20318#F54644 ,           307 ,    893714 ,   894024 ,           6 ,      6
F16919#F7214  ,           954 ,    839162 ,   840118 ,          14 ,     20
F40465#F6664  ,           594 ,    974568 ,   975165 ,          10 ,     12
F3860#F36219  ,           683 ,    852263 ,   852949 ,          13 ,     14
F18902#F35156 ,           143 ,    839469 ,   839615 ,           3 ,      2
F36880#F27877 ,           189 ,    832385 ,   832577 ,           2 ,      3
F12154#F50784 ,           409 ,    835198 ,   835610 ,           5 ,      8
F36808#F56922 ,            51 ,    905938 ,   905991 ,           0 ,      0
F47347#F58472 ,            52 ,    809950 ,   810005 ,           1 ,      0
F35683#F21877 ,            51 ,    943275 ,   943328 ,           0 ,      0
F19635#F52201 ,           272 ,    834926 ,   835200 ,           5 ,      5
F10796#F45868 ,           148 ,    807676 ,   807825 ,           3 ,      2
F58684#F19895 ,            92 ,    795194 ,   795288 ,           0 ,      1
F57937#F42595 ,            52 ,    794980 ,   795034 ,           1 ,      0
F22900#F18365 ,          1212 ,    902969 ,   904184 ,          18 ,     27
F4713#F60780  ,            53 ,    804615 ,   804670 ,           0 ,      0
F34473#F48866 ,           308 ,    921477 ,   921787 ,           2 ,      6
F7999#F1551   ,          3005 ,    833973 ,   836980 ,          37 ,     68
F41950#F50870 ,           280 ,    804293 ,   804575 ,           3 ,      5
F30902#F13016 ,            50 ,    798181 ,   798233 ,           0 ,      0
F36271#F62197 ,            51 ,    801216 ,   801270 ,           0 ,      0
F49359#F28025 ,           269 ,    895267 ,   895538 ,           3 ,      5
F53464#F35991 ,            54 ,    799280 ,   799337 ,           0 ,      0
F18460#F2076  ,          1463 ,    903067 ,   904532 ,          28 ,     33
F7973#F37275  ,            97 ,    856685 ,   856784 ,           2 ,      1
F34965#F833   ,           223 ,    804390 ,   804615 ,           5 ,      4
F33535#F24611 ,            97 ,    791909 ,   792008 ,           2 ,      1
F60895#F39020 ,            52 ,    790218 ,   790272 ,           0 ,      0
F16440#F1603  ,          1290 ,    882340 ,   883632 ,          19 ,     29
F63192#F33412 ,            52 ,    811637 ,   811692 ,           0 ,      0
F8902#F41968  ,           519 ,    866860 ,   867381 ,          10 ,     11
F23670#F3212  ,           365 ,    886056 ,   886424 ,           8 ,      7
F20630#F21527 ,            53 ,    806554 ,   806609 ,           1 ,      0
F5801#F542    ,          1897 ,    801368 ,   803267 ,          36 ,     43
F32834#F4108  ,          1292 ,    796211 ,   797505 ,          14 ,     29
F61191#F23053 ,           179 ,    874884 ,   875065 ,           3 ,      3
F60412#F49106 ,           235 ,    808435 ,   808672 ,           1 ,      4
F48388#F14612 ,           482 ,    828721 ,   829205 ,           9 ,     10
F27980#F43741 ,           313 ,    912723 ,   913038 ,           4 ,      6
F53584#F48953 ,           265 ,    801316 ,   801583 ,           4 ,      5
F61007#F24688 ,            95 ,    797921 ,   798018 ,           0 ,      1
F56718#F31599 ,            50 ,    780302 ,   780354 ,           0 ,      0
F7460#F58364  ,            99 ,    790491 ,   790592 ,           2 ,      1
F3298#F41462  ,           532 ,    883864 ,   884399 ,           7 ,     10
F19717#F4261  ,          1037 ,    804750 ,   805789 ,          14 ,     23
F48294#F13737 ,           739 ,    932285 ,   933026 ,          12 ,     16
F30937#F46573 ,           433 ,    812771 ,   813207 ,           3 ,      9
F16378#F41068 ,          1293 ,    801315 ,   802611 ,          15 ,     29
F25935#F31662 ,            52 ,    791777 ,   791832 ,           1 ,      0
F54567#F53483 ,           272 ,    790417 ,   790691 ,           4 ,      5
F37249#F23853 ,           608 ,    893230 ,   893839 ,          12 ,     13
F7330#F4170   ,           450 ,    845773 ,   846226 ,           2 ,      9
F18405#F8705  ,          1545 ,    974653 ,   976201 ,          26 ,     33
F33891#F23543 ,           769 ,    855624 ,   856396 ,           9 ,     16
F59260#F4553  ,            53 ,    830315 ,   830370 ,           1 ,      0
F26769#F26616 ,            53 ,    768599 ,   768654 ,           0 ,      0
F14455#F24589 ,          1236 ,    794654 ,   795892 ,          17 ,     28
F63333#F39525 ,            52 ,    890531 ,   890585 ,           1 ,      0
F46062#F12859 ,           483 ,    796739 ,   797224 ,           7 ,     10
F38909#F6097  ,           350 ,    960908 ,   961261 ,           3 ,      7
F44550#F50148 ,           230 ,    867688 ,   867921 ,           1 ,      4
F53503#F7724  ,           144 ,    843926 ,   844073 ,           3 ,      2
F12104#F31228 ,           369 ,    793096 ,   793467 ,           5 ,      7
F24101#F45248 ,           396 ,    792220 ,   792618 ,           7 ,      8
F40078#F55344 ,           429 ,    904639 ,   905071 ,           3 ,      9
F52120#F31930 ,           467 ,    830288 ,   830758 ,           4 ,      9
F45368#F51657 ,            52 ,    932840 ,   932894 ,           0 ,      0
F2437#F53592  ,           142 ,    820340 ,   820484 ,           3 ,      2
F49338#F60252 ,            51 ,    803598 ,   803651 ,           0 ,      0
F11272#F39218 ,           268 ,    793876 ,   794146 ,           6 ,      5
F28238#F44848 ,           604 ,    791565 ,   792171 ,           8 ,     13
F50813#F21093 ,            49 ,    890609 ,   890661 ,           0 ,      0
F39140#F15700 ,           138 ,    795975 ,   796114 ,           2 ,      2
F18514#F60291 ,            52 ,    924846 ,   924900 ,           1 ,      0
F28570#F61345 ,            94 ,    834953 ,   835050 ,           0 ,      1
F30933#F50045 ,            52 ,    803086 ,   803140 ,           1 ,      0
F12251#F49836 ,           447 ,    792124 ,   792574 ,           7 ,      9
F15351#F17186 ,          2403 ,    808404 ,   810810 ,          32 ,     55
F23373#F59209 ,            53 ,    898860 ,   898915 ,           1 ,      0
F10521#F56616 ,           108 ,    830348 ,   830459 ,           2 ,      1
F47888#F15650 ,           438 ,    905115 ,   905556 ,          10 ,      9
F18270#F37683 ,            96 ,    834944 ,   835043 ,           0 ,      1
F46765#F34651 ,           352 ,    800075 ,   800430 ,           4 ,      7
F10457#F4825  ,          1462 ,    793837 ,   795301 ,          19 ,     33
F54961#F51388 ,           139 ,    791086 ,   791227 ,           1 ,      2
F4056#F15851  ,          1714 ,    882701 ,   884418 ,          26 ,     39
F23325#F44392 ,           355 ,    827791 ,   828148 ,           5 ,      7
F13514#F39119 ,           682 ,    926342 ,   927026 ,           8 ,     14
F10241#F4659  ,          1429 ,    890848 ,   892280 ,          25 ,     30
F52064#F19437 ,            50 ,    804631 ,   804684 ,           0 ,      0
F19408#F57821 ,            51 ,    797855 ,   797907 ,           0 ,      0
F41900#F42762 ,           139 ,    792034 ,   792175 ,           2 ,      2
F20993#F5415  ,          1195 ,    869233 ,   870430 ,          24 ,     27
F44606#F5346  ,           182 ,    817551 ,   817735 ,           4 ,      3
F23850#F20983 ,           980 ,    852177 ,   853159 ,          16 ,     22
F49454#F39989 ,           228 ,    910256 ,   910487 ,           2 ,      4
F37253#F26484 ,           354 ,    815276 ,   815632 ,           5 ,      7
F2991#F39130  ,           734 ,    814032 ,   814768 ,          12 ,     16
F49797#F49375 ,           348 ,    809930 ,   810280 ,           3 ,      7
F49942#F5354  ,           654 ,    858500 ,   859157 ,          10 ,     14
F27743#F35669 ,            85 ,    833908 ,   833996 ,           0 ,      0
F2320#F44895  ,           226 ,    816704 ,   816933 ,           4 ,      4
F330#F19321   ,          2055 ,    931829 ,   933887 ,          35 ,     46
F59728#F44733 ,            95 ,    809021 ,   809118 ,           0 ,      1
F25796#F38270 ,          1300 ,    801966 ,   803268 ,          18 ,     29
F23032#F45687 ,           433 ,    793816 ,   794251 ,           6 ,      9
F49281#F36209 ,            98 ,    789144 ,   789245 ,           2 ,      1
F37076#F59395 ,            52 ,    891977 ,   892032 ,           1 ,      0
F52761#F344   ,            95 ,    819474 ,   819571 ,           1 ,      1
F52208#F47111 ,           138 ,    947837 ,   947977 ,           1 ,      2
F55124#F3111  ,           225 ,    820481 ,   820708 ,           3 ,      4
F41045#F45991 ,           271 ,    800284 ,   800557 ,           4 ,      5
F18595#F37379 ,          1157 ,    793163 ,   794322 ,          10 ,     26
F28462#F55749 ,           283 ,    794417 ,   794702 ,           5 ,      5
F48299#F8625  ,           647 ,    890970 ,   891619 ,           8 ,     14
F13151#F53103 ,           266 ,    801626 ,   801894 ,           4 ,      5
F15469#F49529 ,           267 ,    937945 ,   938214 ,           5 ,      5
F6756#F57852  ,           399 ,    831743 ,   832143 ,           8 ,      8
F33937#F53351 ,           561 ,    811728 ,   812291 ,           5 ,     12
F23351#F58208 ,            50 ,    793863 ,   793915 ,           0 ,      0
F18321#F41943 ,           663 ,    795108 ,   795773 ,          11 ,     14
F32368#F9714  ,           267 ,    902582 ,   902851 ,           5 ,      5
F8307#F29307  ,           629 ,    831373 ,   832004 ,          11 ,     13
F4829#F59499  ,            53 ,    964165 ,   964220 ,           1 ,      0
F1995#F2820   ,          2179 ,    857808 ,   859989 ,          35 ,     47
F18585#F10898 ,           827 ,    814939 ,   815769 ,          11 ,     17
F14390#F28479 ,           467 ,    800681 ,   801151 ,           8 ,      9
F63165#F1651  ,           118 ,    805456 ,   805576 ,           2 ,      1
F47799#F16472 ,           347 ,    890786 ,   891135 ,           7 ,      6
F10180#F5046  ,          1520 ,    784716 ,   786238 ,          24 ,     33
F47899#F23817 ,            93 ,    913106 ,   913202 ,           0 ,      1
F6001#F53343  ,            53 ,    878546 ,   878603 ,           1 ,      0
F52267#F40510 ,           729 ,    838719 ,   839451 ,          10 ,     15
F17155#F47939 ,           590 ,    830127 ,   830719 ,           7 ,     12
F59039#F19298 ,            98 ,    826925 ,   827025 ,           2 ,      1
F49909#F61709 ,           100 ,    899782 ,   899883 ,           1 ,      1
F37070#F29085 ,           410 ,    819026 ,   819439 ,           4 ,      8
F56340#F28508 ,            54 ,    905792 ,   905849 ,           0 ,      0
F52334#F48580 ,            54 ,    915586 ,   915642 ,           0 ,      0
F55811#F16098 ,            53 ,    842099 ,   842154 ,           0 ,      0
F50857#F53946 ,           320 ,    829347 ,   829670 ,           3 ,      6
F60785#F44924 ,           140 ,    824849 ,   824991 ,           1 ,      2
F1691#F23483  ,           687 ,    902061 ,   902750 ,           5 ,     14
F53708#F57958 ,            56 ,    837196 ,   837255 ,           1 ,      0
F37002#F41950 ,           542 ,    871816 ,   872360 ,           5 ,     11
F720#F27910   ,           145 ,    949563 ,   949710 ,           0 ,      2
F29801#F51896 ,            53 ,    847852 ,   847907 ,           0 ,      0
F57001#F24696 ,           368 ,    838433 ,   838803 ,           4 ,      7
F33095#F48121 ,           331 ,    829335 ,   829669 ,           4 ,      6
F31549#F46636 ,           281 ,    838284 ,   838568 ,           4 ,      5
F53885#F11061 ,           636 ,    872405 ,   873045 ,           7 ,      7
F33484#F31492 ,            65 ,    845511 ,   845578 ,           0 ,      0
F45037#F9066  ,           234 ,    979332 ,   979567 ,           3 ,      4
F18874#F1332  ,           373 ,    853811 ,   854186 ,           8 ,      7
F38724#F8063  ,          1478 ,    839632 ,   841113 ,          18 ,     32
F15515#F47940 ,           364 ,    835830 ,   836196 ,           5 ,      7
F61426#F18117 ,           317 ,    826827 ,   827147 ,           4 ,      6
F46841#F5045  ,           231 ,    889257 ,   889490 ,           3 ,      4
F52961#F223   ,            98 ,    801034 ,   801134 ,           2 ,      1
F58806#F42049 ,            54 ,    934201 ,   934257 ,           1 ,      0
F56884#F62996 ,            96 ,    812742 ,   812840 ,           0 ,      1
F41594#F58010 ,            95 ,    805207 ,   805304 ,           1 ,      1
F45795#F31172 ,           226 ,    797220 ,   797449 ,           3 ,      4
F17018#F38902 ,           486 ,    797978 ,   798467 ,           5 ,     10
F37421#F5496  ,          1790 ,    908028 ,   909820 ,          19 ,     41
F42911#F44039 ,           232 ,    846601 ,   846835 ,           4 ,      4
F24182#F15301 ,          1934 ,    975246 ,   977182 ,          24 ,     42
F42118#F51016 ,           371 ,    862907 ,   863280 ,           5 ,      7
F57941#F18329 ,            53 ,    845178 ,   845234 ,           1 ,      0
F16666#F59057 ,           100 ,    828293 ,   828396 ,           2 ,      1
F42503#F15405 ,          1110 ,    796266 ,   797379 ,          15 ,     25
F6475#F30339  ,           350 ,    903227 ,   903579 ,           8 ,      7
F13584#F53252 ,           231 ,    794080 ,   794314 ,           5 ,      4
F5803#F3986   ,          2737 ,    922251 ,   924991 ,          47 ,     63
F59315#F21797 ,            51 ,    833250 ,   833303 ,           0 ,      0
F12398#F54583 ,           315 ,    802507 ,   802824 ,           4 ,      6
F60190#F17890 ,            52 ,    795434 ,   795487 ,           1 ,      0
F17967#F5689  ,          1504 ,    790313 ,   791819 ,          20 ,     34
F7539#F10055  ,           989 ,    887752 ,   888743 ,          16 ,     22
F15233#F960   ,          1267 ,    839021 ,   840290 ,          21 ,     27
F13510#F26337 ,           937 ,    933554 ,   934493 ,          11 ,     20
F14720#F40279 ,           970 ,    902366 ,   903338 ,           7 ,     20
F9676#F11870  ,          1127 ,    845751 ,   846881 ,          13 ,     24
F52594#F17478 ,           188 ,    837691 ,   837881 ,           4 ,      3
F58903#F17159 ,            54 ,    838528 ,   838584 ,           1 ,      0
F9600#F9560   ,          1171 ,    903221 ,   904394 ,          19 ,     25
F308#F26159   ,           615 ,    807061 ,   807679 ,          10 ,     13
